Name,Location,Tagline,Category,Website,Founded,Description
Jumpshare,Islamabad  Pakistan,Jumpshare is a real-time file sharing service with the ability to view over 200 file formats right inside any browser.,Collaboration  File Sharing,https://jumpshare.com/,2011,Jumpshare is a real-time file sharing service with the ability to view over 200 file formats right inside any browser  be it on the desktop or mobile. Jumpshare provides a fast and easy service to share photos  videos  documents  presentations  spreadsheets  codes  fonts  audios  and other file types in seconds. The company offers a free account with 2GB total space and 100MB limit of file uploads. Paid accounts with more storage and features are to follow soon. Jumpshare was founded in 2011 by Ghaus Iftikhar who was frustrated with the limitation of file sharing. He could only send or receive files; but to view them  he had to go looking for third party desktop apps that would do the job. The same feelings resonated with others when he tried sharing files and had to suggest 3rd party apps to view them. Thus  Jumpshare was conceived and built by leveraging the abilities of HTML5 to allow anyone to view files in their browser. The initial version of Jumpshare was launched on September 7  2012. User accounts were introduced in February 18  2013  with a complete site redesign that aimed at making the service easy to use while keeping files better organized. Jumpshare for Mac was released in July 24  2013.
JustPrice.pk,Islamabad  Pakistan,JustPrice is a Product Comparison & Discovery Engine that helps people find the best products online from top online stores,e-commerce,http://www.justprice.pk/,1st September  2015 ,JustPrice is a comparison shopping engine that helps the online shoppers of Pakistan who are looking for the best price in making better shopping decisions by providing real time shopping comparison and accurate product information. Unlike the competition  JustPrice is providing comparison of the complete shopping experience which includes other factors then price too  such as store reliability  post-sale services  payment conditions (COD  EMI)  and delivery conditions (period  delivery charges) which strongly influence purchase decisions.
Jydad.com,Lahore  Pakistan,Real estate property portal allowing customers to search real estate properties on sale & rent in Pakistan through best customer experience,Real Estate Sector,http://www.jydad.com,1st March  2017 ,Finovators is a digital agency bases in Lahore and working in the real estate sectors through its service offering (www.jydad.com). Customer can go to jydad.com and can search and find property for sale or properties for rent matching with their needs. They can also find new real estate development projects available at national level. Jydad.com is the Pakistan's first developer centric platform providing excellent user experience to its customers. 
Kaanjo,Amsterdam,We help our clients give a voice to the silent majority of their consumers ,Software,http:// kaanjo.co,16th September  2016 ,Because we believe all consumers should easily voice their opinions on products or content to help businesses engage  listen and learn from their customers  we have built Kaanjo  a user reaction tool  easy to setup  free of use and customizable.
Kaltoor,Pakistan,Customized traditional footwear  handmade with love & exemplary artisanship,Footwear,http://kaltoor.pk/,1st October  2015 ,Customized traditional footwear  handmade with love & exemplary artisanship
Kaymu.pk,Karachi  Pakistan,Largest eCommerce Site in Pakistan,E-commerce,http://www.kaymu.pk,13-Sep,A simple solution to all your shopping needs. 
Khawo,Karachi  Pakistan,Digital Menu in Your Pocket. Order food at different cafes and restaurants right away from your smartphone without waiting for the waiter,Software,https://khawo.com/,2nd January  2017 ,Khawo description khawo lets you order food and drinks using your smartphone in participating restaurants. Place an order straight from your table without the hassle of flagging down a waiter or queuing at the counter. Start by opening the khawo App and checking into your table by scanning your table's unique QR code. This code has the information to identify your restaurant and table location. The relevant menu is then downloaded to your mobile. You can then select items from this menu and place your order which is sent to the kitchen and then delivered straight to your table. Itâ€™s fast  easy  convenient  and fun. Join the revolution in casual dining! Our benefits ! No wait for the waiter to order food in restaurant or cafe. You have to scan only to get restaurant menu into your mobile. All restaurants menus in a single app. Clear visuals of what you are going to order. Save money by using our exclusive deals  discounts  vouchers and coupons. Customize your dishes with sauces and toppings  just like you would do in the restaurants. 
KheloKricket,Karachi  Pakistan,KheloKricket is Pakistan's first social hub for the cricket player!,Cricket,http://www.khelokricket.com.pk,15-Jun,This is a site looking to develop  promote and celebrate a love for cricket for game changers on a grass roots level.
Khulasey,Karachi  Pakistan,Khulasey is a media company for the youth of Pakistan. ,News Site,http://khulasey.com,1st January  2018 ,No Description
Kickstart,Lahore  Pakistan,Kickstart is a co-working space that provides collaborative and cost-effective work environments.,Co-working Space,www.kickstart.pk,1st February  2016 ,Kickstart is a co-working space that provides you an escape from conventional and boring office environments and puts you in the company of innovators like yourself. It also saves its members the hassle of setting up an office of their own and managing it. Current Locations: 35-Z Commercial DHA  Lahore 184 Commercial Airline Society  Near University of Central Punjab  Lahore
Klasy,Karachi  Pakistan,Mobile only community marketplace offering users the ability to buy & sell their products. Users can also chat with the buyers & sellers,Marketplace  C2C,http://klasy.pk,16-Apr,Mobile only community marketplace offering users the ability to buy & sell their products. Users can also chat with the buyers & sellers
Knavix,Karachi  Pakistan,Knavix  is the first maps and location based product in Pakistan with the largest pool of local residential addresses and business listings ,Technology,https://www.facebook.com/Knavix,Not Provided. ,No Description
Knova Software Solutions,Karachi  Pakistan,KNOVATEK is a recognized official partner of Odoo Belgium  which is the best management Software Solution to run a company. ,Software,https://www.knovatek.com,3rd November  2017 ,KNOVATEK provides business and technical solutions which help organizations achieve optimal results from their business information systems. KNOVATEK is a recognized partner of Odoo  which is the best management software to run a company. Millions of happy users work better with Odoo integrated Apps successfully throughout world. Odoo is a worldâ€™s most renowned Open Source Business Solution  having more than 4 000 modules and covering all types of business requirements. Odoo will assist you to automate processes and routine tasks  hence increase efficiency and productivity which results in a reduction of overall operational costs. KNOVATEK as an ERP vendor  works closely with you to understand your business objectives and assess your current systems and processes. Our ERP software solutions range from easy-to-deploy  high impact reporting and analytic solutions to comprehensive integrated enterprise applications  built to address your specific business needs. Optimizing productivity and recognizing an immediate return on investment are common business drivers for the organizations we serve. Remaining customer driven has been key to our business development and success. We also have the manufacturing business software package you need to achieve your objectives. Odoo automates and streamlines financials  customer relationship  project management  HR & Payroll and whole supply chain processes in an integrated way that can help you drive business leading toward success. Our area of specialization with no limitation and revolving around is not restricted to  the products  solutions and services but in the area of Financial Accounting  Inventory Management  E-Commerce  Project Management  Not only Profit Accounting  Retail Management  Human Resource  Payroll and Business Intelligence also. We provide a complete range of services including analyzing your business process  assisting you in BPR  ERP implementation  customization  training  reporting and support. Our team is one of the most important and critical assets  which differentiate us from other competitors. We have a large team of highly qualified  vast experienced and certified professionals  from reputable universities of IT/computer sciences as well specialized qualifications in a business like ACCAs and MS in economics. We conceptualize your vision and strive to build lasting relationships while delivering the highest value to your business and looking forward to working with you on this important vision of yours.
